#,title,acRate,difficulty,freq,likes,dislikes,link
494,Target Sum,45.521625,Medium,43.303633,4546,181,https://leetcode.com/problems/target-sum/
495,Teemo Attacking,56.185349,Easy,1.261604,50,7,https://leetcode.com/problems/teemo-attacking/
496,Next Greater Element I,66.590808,Easy,39.402758,145,16,https://leetcode.com/problems/next-greater-element-i/
498,Diagonal Traverse,51.539199,Medium,53.547564,1389,429,https://leetcode.com/problems/diagonal-traverse/
499,The Maze III,43.047035,Hard,10.951565,267,50,https://leetcode.com/problems/the-maze-iii/
501,Find Mode in Binary Search Tree,44.615137,Easy,20.096593,1480,432,https://leetcode.com/problems/find-mode-in-binary-search-tree/
502,IPO,42.259320,Hard,11.069256,556,53,https://leetcode.com/problems/ipo/
503,Next Greater Element II,59.460194,Medium,52.281906,2785,96,https://leetcode.com/problems/next-greater-element-ii/
504,Base 7,46.680828,Easy,15.464213,351,171,https://leetcode.com/problems/base-7/
505,The Maze II,49.662434,Medium,1.760828,850,40,https://leetcode.com/problems/the-maze-ii/
506,Relative Ranks,52.287106,Easy,0.817816,74,3,https://leetcode.com/problems/relative-ranks/
508,Most Frequent Subtree Sum,60.101533,Medium,0.000000,980,160,https://leetcode.com/problems/most-frequent-subtree-sum/
509,Fibonacci Number,67.797759,Easy,50.263091,1543,229,https://leetcode.com/problems/fibonacci-number/
510,Inorder Successor in BST II,60.864619,Medium,20.389642,526,27,https://leetcode.com/problems/inorder-successor-in-bst-ii/
511,Game Play Analysis I,81.659104,Easy,2.462696,76,6,https://leetcode.com/problems/game-play-analysis-i/
512,Game Play Analysis II,56.134568,Easy,0.000000,105,19,https://leetcode.com/problems/game-play-analysis-ii/
513,Find Bottom Left Tree Value,63.341602,Medium,13.955628,1487,178,https://leetcode.com/problems/find-bottom-left-tree-value/
514,Freedom Trail,45.237635,Hard,0.000000,562,28,https://leetcode.com/problems/freedom-trail/
515,Find Largest Value in Each Tree Row,62.894557,Medium,7.870371,1442,73,https://leetcode.com/problems/find-largest-value-in-each-tree-row/
516,Longest Palindromic Subsequence,56.712840,Medium,32.664427,3447,221,https://leetcode.com/problems/longest-palindromic-subsequence/
517,Super Washing Machines,38.843255,Hard,0.000000,440,168,https://leetcode.com/problems/super-washing-machines/
518,Coin Change 2,53.214497,Medium,60.040237,3383,79,https://leetcode.com/problems/coin-change-2/
519,Random Flip Matrix,38.037219,Medium,0.000000,230,80,https://leetcode.com/problems/random-flip-matrix/
520,Detect Capital,54.163371,Easy,4.311674,872,299,https://leetcode.com/problems/detect-capital/
523,Continuous Subarray Sum,25.332145,Medium,57.196805,436,83,https://leetcode.com/problems/continuous-subarray-sum/
524,Longest Word in Dictionary through Deleting,50.299669,Medium,34.741915,1080,303,https://leetcode.com/problems/longest-word-in-dictionary-through-deleting/
525,Contiguous Array,43.971439,Medium,38.744565,2999,147,https://leetcode.com/problems/contiguous-array/
526,Beautiful Arrangement,62.424875,Medium,41.885405,1409,226,https://leetcode.com/problems/beautiful-arrangement/
527,Word Abbreviation,56.882661,Hard,0.000000,262,175,https://leetcode.com/problems/word-abbreviation/
529,Minesweeper,62.292192,Medium,64.485451,973,691,https://leetcode.com/problems/minesweeper/
530,Minimum Absolute Difference in BST,55.359953,Easy,22.720281,1377,97,https://leetcode.com/problems/minimum-absolute-difference-in-bst/
531,Lonely Pixel I,60.027220,Medium,10.887181,252,33,https://leetcode.com/problems/lonely-pixel-i/
534,Game Play Analysis III,80.564000,Medium,1.756992,159,7,https://leetcode.com/problems/game-play-analysis-iii/
536,Construct Binary Tree from String,53.004972,Medium,29.046070,663,115,https://leetcode.com/problems/construct-binary-tree-from-string/
538,Convert BST to Greater Tree,60.701714,Medium,17.515604,2756,146,https://leetcode.com/problems/convert-bst-to-greater-tree/
539,Minimum Time Difference,52.635543,Medium,41.875786,720,176,https://leetcode.com/problems/minimum-time-difference/
540,Single Element in a Sorted Array,58.002581,Medium,44.181107,2767,88,https://leetcode.com/problems/single-element-in-a-sorted-array/
542,01 Matrix,41.633109,Medium,38.921906,2590,136,https://leetcode.com/problems/01-matrix/
543,Diameter of Binary Tree,50.507849,Easy,65.293912,5127,315,https://leetcode.com/problems/diameter-of-binary-tree/
544,Output Contest Matches,76.093541,Medium,12.270558,319,103,https://leetcode.com/problems/output-contest-matches/
546,Remove Boxes,44.109650,Hard,12.833891,927,62,https://leetcode.com/problems/remove-boxes/
547,Number of Provinces,61.398747,Medium,69.863882,3305,190,https://leetcode.com/problems/number-of-provinces/
548,Split Array with Equal Sum,49.091152,Medium,15.448241,321,113,https://leetcode.com/problems/split-array-with-equal-sum/
549,Binary Tree Longest Consecutive Sequence II,47.554925,Medium,6.046379,729,51,https://leetcode.com/problems/binary-tree-longest-consecutive-sequence-ii/
550,Game Play Analysis IV,45.245345,Medium,0.946764,126,36,https://leetcode.com/problems/game-play-analysis-iv/
551,Student Attendance Record I,46.467219,Easy,5.963855,91,9,https://leetcode.com/problems/student-attendance-record-i/
552,Student Attendance Record II,38.245910,Hard,30.003592,784,138,https://leetcode.com/problems/student-attendance-record-ii/
554,Brick Wall,51.857738,Medium,3.284429,1532,76,https://leetcode.com/problems/brick-wall/
556,Next Greater Element III,33.356285,Medium,35.453754,1313,275,https://leetcode.com/problems/next-greater-element-iii/
557,Reverse Words in a String III,73.194399,Easy,33.147183,1548,109,https://leetcode.com/problems/reverse-words-in-a-string-iii/
559,Maximum Depth of N-ary Tree,69.933308,Easy,6.997538,1492,62,https://leetcode.com/problems/maximum-depth-of-n-ary-tree/
560,Subarray Sum Equals K,43.682006,Medium,89.201356,8048,271,https://leetcode.com/problems/subarray-sum-equals-k/
561,Array Partition I,74.033706,Easy,16.410534,320,66,https://leetcode.com/problems/array-partition-i/
562,Longest Line of Consecutive One in Matrix,47.178161,Medium,23.333128,517,90,https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix/
565,Array Nesting,56.194601,Medium,11.638878,1125,120,https://leetcode.com/problems/array-nesting/
566,Reshape the Matrix,61.951608,Easy,0.795417,1220,135,https://leetcode.com/problems/reshape-the-matrix/
567,Permutation in String,44.588982,Medium,35.836676,2649,82,https://leetcode.com/problems/permutation-in-string/
568,Maximum Vacation Days,42.013791,Hard,10.829491,379,64,https://leetcode.com/problems/maximum-vacation-days/
569,Median Employee Salary,63.307431,Hard,6.008371,151,86,https://leetcode.com/problems/median-employee-salary/
570,Managers with at Least 5 Direct Reports,67.140529,Medium,0.864937,153,20,https://leetcode.com/problems/managers-with-at-least-5-direct-reports/
571,Find Median Given Frequency of Numbers,45.599248,Hard,0.000000,152,54,https://leetcode.com/problems/find-median-given-frequency-of-numbers/
572,Subtree of Another Tree,44.676115,Easy,45.221808,3704,182,https://leetcode.com/problems/subtree-of-another-tree/
573,Squirrel Simulation,54.305062,Medium,10.380289,282,30,https://leetcode.com/problems/squirrel-simulation/
576,Out of Boundary Paths,39.474005,Medium,2.659212,1177,173,https://leetcode.com/problems/out-of-boundary-paths/
577,Employee Bonus,72.834054,Easy,0.823424,118,61,https://leetcode.com/problems/employee-bonus/
580,Count Student Number in Departments,53.083268,Medium,0.000000,134,26,https://leetcode.com/problems/count-student-number-in-departments/
581,Shortest Unsorted Continuous Subarray,33.198004,Medium,32.494478,4102,187,https://leetcode.com/problems/shortest-unsorted-continuous-subarray/
582,Kill Process,64.435664,Medium,30.118064,699,14,https://leetcode.com/problems/kill-process/
583,Delete Operation for Two Strings,52.283109,Medium,13.184981,1913,38,https://leetcode.com/problems/delete-operation-for-two-strings/
584,Find Customer Referee,74.654461,Easy,0.000000,109,66,https://leetcode.com/problems/find-customer-referee/
585,Investments in 2016,57.696115,Medium,0.000000,138,125,https://leetcode.com/problems/investments-in-2016/
586,Customer Placing the Largest Number of Orders,75.745017,Easy,3.013629,152,14,https://leetcode.com/problems/customer-placing-the-largest-number-of-orders/
587,Erect the Fence,36.673209,Hard,7.690754,296,204,https://leetcode.com/problems/erect-the-fence/
588,Design In-Memory File System,46.946947,Hard,88.782270,642,82,https://leetcode.com/problems/design-in-memory-file-system/
589,N-ary Tree Preorder Traversal,74.682496,Easy,4.755307,1168,68,https://leetcode.com/problems/n-ary-tree-preorder-traversal/
590,N-ary Tree Postorder Traversal,74.469807,Easy,0.629225,1110,75,https://leetcode.com/problems/n-ary-tree-postorder-traversal/
594,Longest Harmonious Subsequence,51.556830,Easy,5.462970,1231,129,https://leetcode.com/problems/longest-harmonious-subsequence/
599,Minimum Index Sum of Two Lists,52.374652,Easy,4.188148,858,253,https://leetcode.com/problems/minimum-index-sum-of-two-lists/
600,Non-negative Integers without Consecutive Ones,34.608039,Hard,6.283837,579,80,https://leetcode.com/problems/non-negative-integers-without-consecutive-ones/
602,Friend Requests II: Who Has the Most Friends,58.729819,Medium,2.299196,197,61,https://leetcode.com/problems/friend-requests-ii-who-has-the-most-friends/
603,Consecutive Available Seats,66.707794,Easy,5.139084,338,25,https://leetcode.com/problems/consecutive-available-seats/
604,Design Compressed String Iterator,38.455365,Easy,0.000000,308,108,https://leetcode.com/problems/design-compressed-string-iterator/
605,Can Place Flowers,31.544607,Easy,42.734179,1590,498,https://leetcode.com/problems/can-place-flowers/
607,Sales Person,66.144250,Easy,3.512968,178,35,https://leetcode.com/problems/sales-person/
608,Tree Node,70.517220,Medium,2.973424,245,16,https://leetcode.com/problems/tree-node/
610,Triangle Judgement,69.662636,Easy,20.358385,159,34,https://leetcode.com/problems/triangle-judgement/
611,Valid Triangle Number,49.756934,Medium,43.773970,1508,112,https://leetcode.com/problems/valid-triangle-number/
612,Shortest Distance in a Plane,62.115368,Medium,6.379419,129,46,https://leetcode.com/problems/shortest-distance-in-a-plane/
613,Shortest Distance in a Line,80.257790,Easy,1.253011,202,27,https://leetcode.com/problems/shortest-distance-in-a-line/
615,Average Salary: Departments VS Company,54.005695,Hard,11.662398,128,41,https://leetcode.com/problems/average-salary-departments-vs-company/
616,Add Bold Tag in String,45.356247,Medium,50.307333,688,102,https://leetcode.com/problems/add-bold-tag-in-string/
617,Merge Two Binary Trees,76.013485,Easy,33.304912,4664,202,https://leetcode.com/problems/merge-two-binary-trees/
619,Biggest Single Number,45.840259,Easy,0.000000,95,83,https://leetcode.com/problems/biggest-single-number/
620,Not Boring Movies,70.911474,Easy,5.526808,375,339,https://leetcode.com/problems/not-boring-movies/
621,Task Scheduler,52.814573,Medium,69.000872,5115,963,https://leetcode.com/problems/task-scheduler/
622,Design Circular Queue,47.873965,Medium,47.693813,1163,145,https://leetcode.com/problems/design-circular-queue/
623,Add One Row to Tree,53.212826,Medium,3.882792,982,166,https://leetcode.com/problems/add-one-row-to-tree/
624,Maximum Distance in Arrays,39.834961,Medium,0.000000,505,59,https://leetcode.com/problems/maximum-distance-in-arrays/
625,Minimum Factorization,33.061380,Medium,0.000000,107,95,https://leetcode.com/problems/minimum-factorization/
626,Exchange Seats,67.183768,Medium,18.024108,484,316,https://leetcode.com/problems/exchange-seats/
627,Swap Salary,78.857766,Easy,19.923531,643,318,https://leetcode.com/problems/swap-salary/
628,Maximum Product of Three Numbers,46.667246,Easy,40.741787,1774,459,https://leetcode.com/problems/maximum-product-of-three-numbers/
629,K Inverse Pairs Array,36.992406,Hard,0.763121,671,103,https://leetcode.com/problems/k-inverse-pairs-array/
630,Course Schedule III,34.925486,Hard,24.632119,1474,48,https://leetcode.com/problems/course-schedule-iii/
632,Smallest Range Covering Elements from K Lists,55.371624,Hard,39.589874,1527,27,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists/
633,Sum of Square Numbers,32.916338,Medium,9.860033,738,394,https://leetcode.com/problems/sum-of-square-numbers/
634,Find the Derangement of An Array,40.616564,Medium,0.000000,148,126,https://leetcode.com/problems/find-the-derangement-of-an-array/
635,Design Log Storage System,60.752253,Medium,41.479554,349,150,https://leetcode.com/problems/design-log-storage-system/
637,Average of Levels in Binary Tree,66.655553,Easy,8.101951,2154,210,https://leetcode.com/problems/average-of-levels-in-binary-tree/
638,Shopping Offers,53.723259,Medium,26.486270,790,549,https://leetcode.com/problems/shopping-offers/
639,Decode Ways II,27.752925,Hard,11.473106,636,614,https://leetcode.com/problems/decode-ways-ii/
641,Design Circular Deque,56.529165,Medium,13.482886,465,48,https://leetcode.com/problems/design-circular-deque/
642,Design Search Autocomplete System,47.015868,Hard,77.496228,1396,94,https://leetcode.com/problems/design-search-autocomplete-system/
643,Maximum Average Subarray I,42.307923,Easy,4.872373,1079,141,https://leetcode.com/problems/maximum-average-subarray-i/
644,Maximum Average Subarray II,34.495763,Hard,0.000000,496,54,https://leetcode.com/problems/maximum-average-subarray-ii/
645,Set Mismatch,40.900226,Easy,19.028023,1225,461,https://leetcode.com/problems/set-mismatch/
646,Maximum Length of Pair Chain,53.925329,Medium,28.628396,1554,90,https://leetcode.com/problems/maximum-length-of-pair-chain/
647,Palindromic Substrings,63.040720,Medium,52.354838,4616,141,https://leetcode.com/problems/palindromic-substrings/
648,Replace Words,59.916180,Medium,6.088104,1070,146,https://leetcode.com/problems/replace-words/
649,Dota2 Senate,39.558108,Medium,0.000000,351,267,https://leetcode.com/problems/dota2-senate/
650,2 Keys Keyboard,50.842088,Medium,31.302862,1942,137,https://leetcode.com/problems/2-keys-keyboard/
651,4 Keys Keyboard,53.328280,Medium,0.000000,454,65,https://leetcode.com/problems/4-keys-keyboard/
652,Find Duplicate Subtrees,53.854347,Medium,29.960067,2212,252,https://leetcode.com/problems/find-duplicate-subtrees/
653,Two Sum IV - Input is a BST,56.635660,Easy,3.369510,2233,160,https://leetcode.com/problems/two-sum-iv-input-is-a-bst/
654,Maximum Binary Tree,81.944794,Medium,4.607278,2720,275,https://leetcode.com/problems/maximum-binary-tree/
656,Coin Path,30.035239,Hard,0.000000,192,91,https://leetcode.com/problems/coin-path/
657,Robot Return to Origin,74.364933,Easy,26.706520,1365,698,https://leetcode.com/problems/robot-return-to-origin/
658,Find K Closest Elements,43.368982,Medium,20.676992,2844,348,https://leetcode.com/problems/find-k-closest-elements/
659,Split Array into Consecutive Subsequences,44.694985,Medium,20.011410,1694,499,https://leetcode.com/problems/split-array-into-consecutive-subsequences/
662,Maximum Width of Binary Tree,39.528163,Medium,34.022235,2418,418,https://leetcode.com/problems/maximum-width-of-binary-tree/
663,Equal Tree Partition,39.871383,Medium,0.000000,334,24,https://leetcode.com/problems/equal-tree-partition/
664,Strange Printer,42.425865,Hard,15.743548,610,57,https://leetcode.com/problems/strange-printer/
665,Non-decreasing Array,20.928266,Medium,36.674670,3157,644,https://leetcode.com/problems/non-decreasing-array/
668,Kth Smallest Number in Multiplication Table,48.344382,Hard,3.953963,768,25,https://leetcode.com/problems/kth-smallest-number-in-multiplication-table/
669,Trim a Binary Search Tree,64.372889,Medium,13.526846,2973,212,https://leetcode.com/problems/trim-a-binary-search-tree/
670,Maximum Swap,45.564897,Medium,38.677449,1631,97,https://leetcode.com/problems/maximum-swap/
673,Number of Longest Increasing Subsequence,38.918998,Medium,15.056016,2426,128,https://leetcode.com/problems/number-of-longest-increasing-subsequence/
674,Longest Continuous Increasing Subsequence,46.518413,Easy,12.944075,1258,148,https://leetcode.com/problems/longest-continuous-increasing-subsequence/
675,Cut Off Trees for Golf Event,35.526048,Hard,6.142364,714,425,https://leetcode.com/problems/cut-off-trees-for-golf-event/
676,Implement Magic Dictionary,55.621936,Medium,11.769449,777,165,https://leetcode.com/problems/implement-magic-dictionary/
677,Map Sum Pairs,54.245478,Medium,4.281706,694,96,https://leetcode.com/problems/map-sum-pairs/
678,Valid Parenthesis String,32.023590,Medium,36.648165,2520,69,https://leetcode.com/problems/valid-parenthesis-string/
679,24 Game,47.566831,Hard,37.335916,956,189,https://leetcode.com/problems/24-game/
680,Valid Palindrome II,37.360788,Easy,80.853960,2839,180,https://leetcode.com/problems/valid-palindrome-ii/
683,K Empty Slots,36.329018,Hard,0.000000,669,627,https://leetcode.com/problems/k-empty-slots/
684,Redundant Connection,59.826242,Medium,9.154569,2593,265,https://leetcode.com/problems/redundant-connection/
685,Redundant Connection II,33.237925,Hard,9.834448,1184,251,https://leetcode.com/problems/redundant-connection-ii/
686,Repeated String Match,32.991253,Medium,21.555115,1096,855,https://leetcode.com/problems/repeated-string-match/
687,Longest Univalue Path,37.999311,Medium,6.256218,2422,569,https://leetcode.com/problems/longest-univalue-path/
688,Knight Probability in Chessboard,50.758065,Medium,32.158295,1423,247,https://leetcode.com/problems/knight-probability-in-chessboard/
689,Maximum Sum of 3 Non-Overlapping Subarrays,47.665007,Hard,28.495709,1319,86,https://leetcode.com/problems/maximum-sum-of-3-non-overlapping-subarrays/
690,Employee Importance,60.063282,Easy,40.911055,1150,968,https://leetcode.com/problems/employee-importance/
691,Stickers to Spell Word,45.851746,Hard,18.126269,555,55,https://leetcode.com/problems/stickers-to-spell-word/
692,Top K Frequent Words,53.529245,Medium,69.440326,3242,211,https://leetcode.com/problems/top-k-frequent-words/
693,Binary Number with Alternating Bits,60.265932,Easy,0.000000,689,95,https://leetcode.com/problems/binary-number-with-alternating-bits/
694,Number of Distinct Islands,58.554282,Medium,48.077613,1370,82,https://leetcode.com/problems/number-of-distinct-islands/
695,Max Area of Island,66.749090,Medium,76.807487,3747,114,https://leetcode.com/problems/max-area-of-island/
696,Count Binary Substrings,61.605494,Easy,77.823945,1785,299,https://leetcode.com/problems/count-binary-substrings/
697,Degree of an Array,54.794780,Easy,51.551331,1447,1005,https://leetcode.com/problems/degree-of-an-array/
698,Partition to K Equal Sum Subsets,45.038163,Medium,44.134910,3249,202,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/
699,Falling Squares,43.418478,Hard,8.602155,350,66,https://leetcode.com/problems/falling-squares/
700,Search in a Binary Search Tree,73.690043,Easy,11.501255,1585,135,https://leetcode.com/problems/search-in-a-binary-search-tree/
701,Insert into a Binary Search Tree,75.059609,Medium,2.864426,1699,103,https://leetcode.com/problems/insert-into-a-binary-search-tree/
702,Search in a Sorted Array of Unknown Size,69.427815,Medium,20.100113,531,31,https://leetcode.com/problems/search-in-a-sorted-array-of-unknown-size/
703,Kth Largest Element in a Stream,51.405176,Easy,36.250339,1357,856,https://leetcode.com/problems/kth-largest-element-in-a-stream/
704,Binary Search,54.753077,Easy,30.804369,1536,68,https://leetcode.com/problems/binary-search/
705,Design HashSet,63.952808,Easy,4.041816,781,111,https://leetcode.com/problems/design-hashset/
706,Design HashMap,63.928912,Easy,74.024466,1680,183,https://leetcode.com/problems/design-hashmap/
708,Insert into a Sorted Circular Linked List,32.896215,Medium,39.110739,598,455,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/
710,Random Pick with Blacklist,33.196452,Hard,24.870616,451,79,https://leetcode.com/problems/random-pick-with-blacklist/
712,Minimum ASCII Delete Sum for Two Strings,60.011913,Medium,6.567068,1450,57,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/
713,Subarray Product Less Than K,40.894455,Medium,28.775526,2534,96,https://leetcode.com/problems/subarray-product-less-than-k/
714,Best Time to Buy and Sell Stock with Transaction Fee,58.686881,Medium,26.882799,2749,77,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-with-transaction-fee/
715,Range Module,41.708220,Hard,47.176192,719,55,https://leetcode.com/problems/range-module/
716,Max Stack,43.576944,Easy,57.867075,1042,274,https://leetcode.com/problems/max-stack/
718,Maximum Length of Repeated Subarray,51.000397,Medium,53.747586,2294,57,https://leetcode.com/problems/maximum-length-of-repeated-subarray/
719,Find K-th Smallest Pair Distance,32.937386,Hard,10.366071,1469,52,https://leetcode.com/problems/find-k-th-smallest-pair-distance/
721,Accounts Merge,53.121322,Medium,69.112160,2652,466,https://leetcode.com/problems/accounts-merge/
723,Candy Crush,73.477908,Medium,47.924369,602,247,https://leetcode.com/problems/candy-crush/
724,Find Pivot Index,47.432049,Easy,54.917305,1948,324,https://leetcode.com/problems/find-pivot-index/
725,Split Linked List in Parts,53.587843,Medium,14.034362,1085,159,https://leetcode.com/problems/split-linked-list-in-parts/
726,Number of Atoms,51.147839,Hard,60.740360,697,181,https://leetcode.com/problems/number-of-atoms/
727,Minimum Window Subsequence,42.681156,Hard,44.020496,983,62,https://leetcode.com/problems/minimum-window-subsequence/
728,Self Dividing Numbers,76.127554,Easy,16.867496,937,327,https://leetcode.com/problems/self-dividing-numbers/
729,My Calendar I,54.092045,Medium,17.774330,1443,50,https://leetcode.com/problems/my-calendar-i/
730,Count Different Palindromic Subsequences,43.477811,Hard,25.058319,877,53,https://leetcode.com/problems/count-different-palindromic-subsequences/
731,My Calendar II,51.602948,Medium,12.099062,881,107,https://leetcode.com/problems/my-calendar-ii/
732,My Calendar III,63.649587,Hard,15.108483,532,127,https://leetcode.com/problems/my-calendar-iii/
733,Flood Fill,56.143359,Easy,43.421810,2173,261,https://leetcode.com/problems/flood-fill/
735,Asteroid Collision,43.494029,Medium,43.801085,2093,176,https://leetcode.com/problems/asteroid-collision/
736,Parse Lisp Expression,50.061820,Hard,18.061981,343,254,https://leetcode.com/problems/parse-lisp-expression/
737,Sentence Similarity II,46.905266,Medium,10.263192,618,39,https://leetcode.com/problems/sentence-similarity-ii/
738,Monotone Increasing Digits,45.965766,Medium,14.522966,662,78,https://leetcode.com/problems/monotone-increasing-digits/
739,Daily Temperatures,65.369944,Medium,72.276386,4620,135,https://leetcode.com/problems/daily-temperatures/
740,Delete and Earn,51.505192,Medium,78.268994,1719,132,https://leetcode.com/problems/delete-and-earn/
741,Cherry Pickup,35.540131,Hard,39.658008,1736,100,https://leetcode.com/problems/cherry-pickup/
742,Closest Leaf in a Binary Tree,44.741809,Medium,13.507208,621,119,https://leetcode.com/problems/closest-leaf-in-a-binary-tree/
743,Network Delay Time,46.145310,Medium,23.520568,2791,252,https://leetcode.com/problems/network-delay-time/
745,Prefix and Suffix Search,35.214362,Hard,3.640385,784,293,https://leetcode.com/problems/prefix-and-suffix-search/
746,Min Cost Climbing Stairs,53.631942,Easy,17.119074,3690,761,https://leetcode.com/problems/min-cost-climbing-stairs/
750,Number Of Corner Rectangles,67.279815,Medium,0.000000,532,78,https://leetcode.com/problems/number-of-corner-rectangles/
752,Open the Lock,54.743226,Medium,24.385266,2077,71,https://leetcode.com/problems/open-the-lock/
754,Reach a Number,40.700130,Medium,35.779769,757,557,https://leetcode.com/problems/reach-a-number/
757,Set Intersection Size At Least Two,42.732212,Hard,8.567700,375,47,https://leetcode.com/problems/set-intersection-size-at-least-two/
758,Bold Words in String,48.385207,Medium,28.840845,201,105,https://leetcode.com/problems/bold-words-in-string/
759,Employee Free Time,69.260866,Hard,85.029614,949,66,https://leetcode.com/problems/employee-free-time/
760,Find Anagram Mappings,82.157087,Easy,0.000000,428,181,https://leetcode.com/problems/find-anagram-mappings/
761,Special Binary String,59.152362,Hard,47.846402,433,146,https://leetcode.com/problems/special-binary-string/
763,Partition Labels,78.239849,Medium,51.178706,4929,202,https://leetcode.com/problems/partition-labels/
764,Largest Plus Sign,47.081351,Medium,14.844148,636,128,https://leetcode.com/problems/largest-plus-sign/
765,Couples Holding Hands,55.860992,Hard,14.761890,1184,72,https://leetcode.com/problems/couples-holding-hands/
766,Toeplitz Matrix,65.988061,Easy,21.540767,1468,96,https://leetcode.com/problems/toeplitz-matrix/
767,Reorganize String,50.680962,Medium,71.874298,3164,148,https://leetcode.com/problems/reorganize-string/
768,Max Chunks To Make Sorted II,50.340620,Hard,8.193748,666,25,https://leetcode.com/problems/max-chunks-to-make-sorted-ii/
769,Max Chunks To Make Sorted,56.259273,Medium,23.950364,1165,148,https://leetcode.com/problems/max-chunks-to-make-sorted/
771,Jewels and Stones,87.208153,Easy,22.000840,2810,433,https://leetcode.com/problems/jewels-and-stones/
772,Basic Calculator III,45.040123,Hard,57.053005,632,231,https://leetcode.com/problems/basic-calculator-iii/
773,Sliding Puzzle,61.729541,Hard,43.952883,1054,32,https://leetcode.com/problems/sliding-puzzle/
774,Minimize Max Distance to Gas Station,49.059285,Hard,8.671913,455,67,https://leetcode.com/problems/minimize-max-distance-to-gas-station/
775,Global and Local Inversions,45.995035,Medium,31.163610,873,269,https://leetcode.com/problems/global-and-local-inversions/
776,Split BST,57.069363,Medium,5.455217,772,74,https://leetcode.com/problems/split-bst/
777,Swap Adjacent in LR String,35.773279,Medium,7.725682,572,533,https://leetcode.com/problems/swap-adjacent-in-lr-string/
778,Swim in Rising Water,57.627196,Hard,8.755976,1280,99,https://leetcode.com/problems/swim-in-rising-water/
779,K-th Symbol in Grammar,39.086020,Medium,24.445862,1000,212,https://leetcode.com/problems/k-th-symbol-in-grammar/
780,Reaching Points,30.517993,Hard,62.083271,789,131,https://leetcode.com/problems/reaching-points/
781,Rabbits in Forest,56.226198,Medium,14.419253,462,402,https://leetcode.com/problems/rabbits-in-forest/
783,Minimum Distance Between BST Nodes,54.651836,Easy,23.029515,1164,270,https://leetcode.com/problems/minimum-distance-between-bst-nodes/
784,Letter Case Permutation,69.273054,Medium,7.119233,2218,127,https://leetcode.com/problems/letter-case-permutation/
785,Is Graph Bipartite?,49.121856,Medium,44.593946,2865,236,https://leetcode.com/problems/is-graph-bipartite/
786,K-th Smallest Prime Fraction,45.015999,Hard,6.704125,554,33,https://leetcode.com/problems/k-th-smallest-prime-fraction/
787,Cheapest Flights Within K Stops,38.275131,Medium,36.266447,3292,123,https://leetcode.com/problems/cheapest-flights-within-k-stops/
790,Domino and Tromino Tiling,40.855182,Medium,23.095229,600,313,https://leetcode.com/problems/domino-and-tromino-tiling/
791,Custom Sort String,66.030988,Medium,22.050250,1131,225,https://leetcode.com/problems/custom-sort-string/
792,Number of Matching Subsequences,48.850276,Medium,13.081301,1977,112,https://leetcode.com/problems/number-of-matching-subsequences/
793,Preimage Size of Factorial Zeroes Function,40.598031,Hard,0.000000,237,64,https://leetcode.com/problems/preimage-size-of-factorial-zeroes-function/
795,Number of Subarrays with Bounded Maximum,51.708646,Medium,2.590827,1226,79,https://leetcode.com/problems/number-of-subarrays-with-bounded-maximum/
796,Rotate String,48.911542,Easy,33.219046,1207,71,https://leetcode.com/problems/rotate-string/
797,All Paths From Source to Target,78.870732,Medium,40.941074,2250,99,https://leetcode.com/problems/all-paths-from-source-to-target/
798,Smallest Rotation with Highest Score,45.982419,Hard,0.000000,277,18,https://leetcode.com/problems/smallest-rotation-with-highest-score/
799,Champagne Tower,44.247487,Medium,14.509638,847,62,https://leetcode.com/problems/champagne-tower/
801,Minimum Swaps To Make Sequences Increasing,38.733906,Hard,38.774057,1641,118,https://leetcode.com/problems/minimum-swaps-to-make-sequences-increasing/
802,Find Eventual Safe States,50.508566,Medium,4.146115,1298,248,https://leetcode.com/problems/find-eventual-safe-states/
803,Bricks Falling When Hit,32.281603,Hard,8.612980,584,157,https://leetcode.com/problems/bricks-falling-when-hit/
804,Unique Morse Code Words,79.217513,Easy,15.846812,970,880,https://leetcode.com/problems/unique-morse-code-words/
805,Split Array With Same Average,26.796394,Hard,22.928745,570,98,https://leetcode.com/problems/split-array-with-same-average/
807,Max Increase to Keep City Skyline,84.708902,Medium,12.093839,1224,356,https://leetcode.com/problems/max-increase-to-keep-city-skyline/
813,Largest Sum of Averages,51.599696,Medium,22.905172,1291,64,https://leetcode.com/problems/largest-sum-of-averages/
814,Binary Tree Pruning,71.591493,Medium,16.678309,1566,57,https://leetcode.com/problems/binary-tree-pruning/
815,Bus Routes,43.947556,Hard,46.816453,1224,37,https://leetcode.com/problems/bus-routes/
818,Race Car,40.860165,Hard,15.111514,699,75,https://leetcode.com/problems/race-car/
820,Short Encoding of Words,54.938638,Medium,41.088445,611,231,https://leetcode.com/problems/short-encoding-of-words/
821,Shortest Distance to a Character,70.318420,Easy,14.038546,1698,109,https://leetcode.com/problems/shortest-distance-to-a-character/
